,Landfall,Days,MaxWind,MinWind,AWind
475,0.0,4.0,60.0,30.0,47.285714285714285
476,1.0,33.0,75.0,20.0,55.22727272727273
477,1.0,26.0,65.0,25.0,48.75
478,0.0,322.0,65.0,30.0,46.5
479,1.0,319.0,60.0,25.0,40.26315789473684
480,1.0,5.0,65.0,30.0,44.54545454545455
481,1.0,22.0,125.0,25.0,64.93333333333334
482,0.0,4.0,105.0,40.0,81.86440677966101
483,1.0,19.0,85.0,20.0,53.333333333333336
484,0.0,2.0,50.0,30.0,41.25
485,1.0,235.0,125.0,35.0,89.16666666666667
486,1.0,46.0,50.0,25.0,37.36842105263158
487,1.0,12.0,105.0,20.0,45.09803921568628
488,1.0,1.0,90.0,30.0,59.61538461538461
489,1.0,24.0,100.0,30.0,64.25
490,0.0,8.0,50.0,25.0,40.0
491,1.0,9.0,115.0,25.0,71.06060606060606
492,1.0,6.0,95.0,30.0,51.13636363636363
493,0.0,8.0,70.0,30.0,55.96153846153846
494,1.0,9.0,45.0,25.0,38.18181818181818
495,0.0,4.0,75.0,25.0,49.57142857142857
496,0.0,15.0,105.0,35.0,76.93548387096774
497,1.0,4.0,50.0,30.0,45.38461538461539
498,0.0,3.0,105.0,30.0,70.97222222222223
499,1.0,33.0,95.0,25.0,57.55813953488372
500,0.0,237.0,60.0,30.0,45.68181818181818
501,0.0,31.0,45.0,25.0,31.96969696969697
502,0.0,24.0,60.0,30.0,42.083333333333336
503,0.0,21.0,105.0,40.0,78.57142857142857
504,1.0,315.0,130.0,30.0,86.86046511627907
505,1.0,21.0,105.0,30.0,54.464285714285715
506,0.0,1.0,90.0,30.0,65.0
507,1.0,8.0,65.0,30.0,49.0
508,0.0,2.0,60.0,35.0,45.869565217391305
509,0.0,7.0,95.0,30.0,64.81481481481481
510,0.0,296.0,40.0,25.0,35.65217391304348
511,1.0,62.0,55.0,20.0,38.75
512,1.0,0.0,130.0,20.0,80.59322033898304
513,0.0,27.0,85.0,30.0,54.61538461538461
514,1.0,42.0,40.0,20.0,33.92857142857143
515,0.0,302.0,60.0,30.0,44.583333333333336
516,0.0,9.0,95.0,30.0,64.60526315789474
517,1.0,3.0,85.0,25.0,42.166666666666664
518,1.0,4.0,75.0,25.0,42.75
519,0.0,2.0,40.0,25.0,36.388888888888886
520,1.0,264.0,75.0,25.0,42.291666666666664
521,1.0,80.0,80.0,15.0,44.53488372093023
522,0.0,2.0,70.0,30.0,40.0
523,0.0,2.0,110.0,40.0,84.89583333333333
524,0.0,37.0,80.0,35.0,55.714285714285715
525,0.0,5.0,70.0,30.0,50.833333333333336
526,1.0,30.0,120.0,35.0,77.67441860465117
527,0.0,205.0,50.0,25.0,33.75
528,0.0,93.0,45.0,25.0,30.833333333333332
529,0.0,5.0,105.0,30.0,77.5
530,0.0,23.0,70.0,30.0,51.55172413793103
531,0.0,1.0,95.0,25.0,49.02173913043478
532,0.0,253.0,45.0,25.0,33.75
533,1.0,71.0,50.0,25.0,33.035714285714285
534,0.0,6.0,90.0,25.0,57.05128205128205
535,0.0,3.0,45.0,30.0,37.35294117647059
536,0.0,14.0,70.0,25.0,43.095238095238095
537,0.0,18.0,105.0,40.0,70.60975609756098
538,1.0,3.0,70.0,30.0,44.77272727272727
539,1.0,1.0,55.0,35.0,47.857142857142854
540,1.0,8.0,50.0,30.0,36.52173913043478
541,0.0,238.0,40.0,35.0,36.25
542,0.0,40.0,40.0,30.0,36.42857142857143
543,0.0,19.0,55.0,30.0,44.09090909090909
544,0.0,10.0,105.0,25.0,66.0
545,0.0,18.0,95.0,35.0,73.75
546,1.0,7.0,75.0,35.0,49.827586206896555
547,0.0,4.0,40.0,25.0,35.833333333333336
548,0.0,3.0,50.0,25.0,38.958333333333336
549,1.0,14.0,65.0,25.0,42.77777777777778
550,0.0,3.0,50.0,30.0,45.625
551,1.0,22.0,145.0,25.0,73.75
552,0.0,286.0,70.0,35.0,49.473684210526315
553,0.0,7.0,70.0,25.0,50.0
554,0.0,12.0,35.0,25.0,32.72727272727273
555,0.0,82.0,45.0,30.0,37.5
556,1.0,237.0,80.0,30.0,46.388888888888886
557,1.0,7.0,120.0,25.0,62.659574468085104
558,0.0,22.0,105.0,25.0,74.76190476190476
559,1.0,12.0,100.0,20.0,60.96774193548387
560,0.0,9.0,115.0,30.0,78.94736842105263
561,0.0,1.0,90.0,30.0,71.05263157894737
562,0.0,0.0,35.0,25.0,30.555555555555557
563,1.0,10.0,130.0,25.0,90.65217391304348
564,0.0,12.0,90.0,30.0,67.38095238095238
565,0.0,11.0,35.0,25.0,32.72727272727273
566,0.0,29.0,130.0,25.0,73.33333333333333
567,0.0,279.0,35.0,25.0,33.05555555555556
568,0.0,15.0,110.0,30.0,76.55555555555556
569,0.0,20.0,80.0,30.0,52.69230769230769
570,0.0,1.0,70.0,30.0,43.214285714285715
571,0.0,7.0,95.0,35.0,70.0
572,1.0,16.0,50.0,25.0,37.05882352941177
573,0.0,14.0,40.0,30.0,37.142857142857146
574,0.0,20.0,40.0,30.0,34.75
575,0.0,258.0,50.0,30.0,41.666666666666664
576,1.0,4.0,90.0,30.0,48.369565217391305
577,1.0,25.0,80.0,20.0,49.166666666666664
578,0.0,5.0,50.0,25.0,40.689655172413794
579,1.0,2.0,140.0,25.0,82.41935483870968
580,0.0,32.0,60.0,35.0,53.5
581,0.0,260.0,80.0,40.0,62.72727272727273
582,1.0,84.0,80.0,30.0,55.0
583,1.0,6.0,135.0,30.0,69.17910447761194
584,0.0,20.0,50.0,30.0,45.0
585,0.0,4.0,60.0,40.0,57.5
586,0.0,306.0,70.0,30.0,53.0
587,0.0,8.0,110.0,30.0,70.8
588,1.0,50.0,135.0,30.0,56.54320987654321
589,0.0,249.0,60.0,30.0,45.416666666666664
590,1.0,17.0,45.0,25.0,37.63157894736842
591,1.0,30.0,60.0,20.0,37.11538461538461
592,0.0,6.0,50.0,25.0,42.94117647058823
593,0.0,16.0,35.0,25.0,29.523809523809526
594,0.0,5.0,40.0,25.0,30.384615384615383
595,0.0,2.0,115.0,25.0,57.5
596,0.0,15.0,85.0,35.0,57.42424242424242
597,0.0,20.0,65.0,25.0,48.2
598,0.0,5.0,40.0,30.0,33.46153846153846
599,0.0,14.0,55.0,30.0,44.166666666666664
600,0.0,10.0,50.0,25.0,40.0
601,0.0,11.0,45.0,25.0,34.31818181818182
602,0.0,165.0,55.0,30.0,42.0
603,0.0,99.0,55.0,25.0,43.69565217391305
604,1.0,14.0,130.0,20.0,61.76470588235294
605,1.0,4.0,75.0,30.0,46.794871794871796
606,0.0,5.0,140.0,30.0,74.52054794520548
607,0.0,5.0,60.0,30.0,47.5
608,1.0,7.0,65.0,35.0,43.81578947368421
609,0.0,2.0,55.0,35.0,45.34090909090909
610,1.0,7.0,55.0,20.0,37.05882352941177
611,0.0,3.0,125.0,25.0,61.935483870967744
612,0.0,9.0,40.0,35.0,38.0
613,0.0,1.0,60.0,30.0,38.93617021276596
614,0.0,10.0,50.0,30.0,41.388888888888886
615,0.0,12.0,60.0,30.0,46.15384615384615
616,0.0,4.0,150.0,25.0,90.63492063492063
617,0.0,192.0,85.0,35.0,61.12903225806452
618,0.0,41.0,45.0,25.0,38.18181818181818
619,0.0,20.0,95.0,30.0,71.69811320754717
620,1.0,10.0,45.0,25.0,31.90909090909091
621,0.0,0.0,50.0,25.0,38.63636363636363
622,1.0,20.0,80.0,30.0,58.23529411764706
623,1.0,1.0,120.0,30.0,68.2258064516129
624,0.0,8.0,40.0,25.0,31.774193548387096
625,1.0,1.0,140.0,25.0,74.41666666666667
626,0.0,3.0,55.0,25.0,38.088235294117645
627,0.0,5.0,35.0,25.0,29.285714285714285
628,1.0,8.0,120.0,20.0,71.36363636363636
629,0.0,2.0,120.0,30.0,77.66666666666667
630,0.0,6.0,95.0,30.0,52.17391304347826
631,0.0,8.0,140.0,30.0,75.26315789473684
632,0.0,7.0,65.0,45.0,56.470588235294116
633,0.0,0.0,40.0,30.0,33.4375
634,0.0,24.0,110.0,35.0,75.45454545454545
635,0.0,1.0,80.0,25.0,44.63636363636363
636,0.0,20.0,70.0,35.0,53.5
637,0.0,201.0,50.0,30.0,40.0
638,1.0,38.0,85.0,30.0,53.38028169014085
639,0.0,10.0,80.0,25.0,52.61904761904762
640,1.0,29.0,75.0,25.0,47.25
641,0.0,6.0,35.0,30.0,34.09090909090909
642,0.0,6.0,70.0,20.0,51.851851851851855
643,1.0,4.0,45.0,25.0,37.333333333333336
644,1.0,11.0,90.0,25.0,58.541666666666664
645,0.0,2.0,45.0,25.0,34.48275862068966
646,0.0,13.0,50.0,25.0,39.833333333333336
647,0.0,0.0,85.0,35.0,66.25
648,1.0,18.0,50.0,25.0,37.391304347826086
649,0.0,32.0,40.0,30.0,35.88235294117647
650,0.0,176.0,100.0,20.0,56.07142857142857
651,0.0,93.0,50.0,30.0,36.76470588235294
652,0.0,13.0,115.0,25.0,73.6046511627907
653,1.0,1.0,160.0,25.0,73.46153846153847
654,0.0,24.0,50.0,25.0,34.333333333333336
655,0.0,25.0,120.0,25.0,79.35897435897436
656,0.0,12.0,75.0,25.0,47.638888888888886
657,1.0,4.0,90.0,20.0,58.205128205128204
658,0.0,222.0,40.0,25.0,36.22222222222222
659,1.0,7.0,40.0,30.0,39.34782608695652
660,0.0,7.0,45.0,25.0,40.38461538461539
661,1.0,30.0,70.0,30.0,53.125
662,1.0,1.0,40.0,25.0,33.5
663,1.0,8.0,90.0,30.0,55.208333333333336
664,0.0,3.0,45.0,30.0,34.354838709677416
665,0.0,8.0,35.0,25.0,32.142857142857146
666,0.0,5.0,65.0,30.0,56.5
667,1.0,5.0,50.0,25.0,34.642857142857146
668,0.0,3.0,95.0,30.0,73.9795918367347
669,0.0,10.0,70.0,30.0,46.15384615384615
670,0.0,1.0,35.0,30.0,34.0
671,0.0,1.0,105.0,30.0,66.19718309859155
672,0.0,9.0,45.0,25.0,34.77272727272727
673,0.0,21.0,90.0,30.0,69.64285714285714
674,0.0,54.0,35.0,25.0,32.22222222222222
675,0.0,239.0,55.0,35.0,42.0
676,1.0,4.0,60.0,25.0,44.285714285714285
677,0.0,22.0,55.0,25.0,39.82142857142857
678,1.0,16.0,60.0,20.0,36.41025641025641
679,0.0,1.0,85.0,35.0,66.875
680,0.0,3.0,60.0,35.0,49.44444444444444
681,0.0,3.0,110.0,40.0,81.29032258064517
682,1.0,4.0,50.0,20.0,38.04347826086956
683,0.0,6.0,85.0,35.0,70.0
684,0.0,6.0,65.0,30.0,42.857142857142854
685,1.0,16.0,40.0,25.0,34.54545454545455
686,0.0,75.0,70.0,40.0,56.36363636363637
687,0.0,219.0,70.0,35.0,52.27272727272727
688,0.0,2.0,60.0,35.0,48.57142857142857
689,1.0,13.0,85.0,20.0,62.708333333333336
690,0.0,17.0,105.0,25.0,69.375
691,0.0,0.0,35.0,25.0,30.0
692,1.0,31.0,140.0,30.0,79.47368421052632
693,1.0,6.0,50.0,30.0,40.0
694,0.0,22.0,35.0,25.0,30.263157894736842
695,0.0,217.0,60.0,25.0,43.666666666666664
696,1.0,56.0,55.0,20.0,40.714285714285715
697,1.0,8.0,65.0,25.0,39.1
698,0.0,39.0,55.0,30.0,40.625
699,1.0,18.0,45.0,25.0,37.36842105263158
700,0.0,17.0,120.0,25.0,76.0
701,0.0,204.0,80.0,25.0,50.12820512820513
702,0.0,76.0,55.0,20.0,39.6875
703,1.0,2.0,85.0,20.0,50.96774193548387
704,1.0,21.0,85.0,25.0,51.973684210526315
705,0.0,12.0,95.0,25.0,55.88235294117647
706,0.0,11.0,85.0,25.0,54.285714285714285
707,1.0,4.0,45.0,15.0,34.310344827586206
708,0.0,28.0,85.0,30.0,60.0
709,0.0,4.0,70.0,25.0,51.05263157894737
710,0.0,322.0,70.0,35.0,50.95238095238095
711,0.0,6.0,50.0,20.0,35.45454545454545
712,1.0,1.0,110.0,25.0,59.375
713,0.0,5.0,70.0,30.0,51.09375
714,0.0,10.0,115.0,25.0,61.55172413793103
715,1.0,12.0,105.0,35.0,58.63636363636363
716,1.0,292.0,45.0,20.0,30.666666666666668
717,0.0,14.0,50.0,25.0,34.583333333333336
718,1.0,6.0,70.0,20.0,48.26923076923077
719,1.0,2.0,100.0,25.0,60.13157894736842
720,0.0,21.0,95.0,25.0,58.717948717948715
721,0.0,3.0,45.0,25.0,40.3125
722,0.0,9.0,45.0,35.0,38.7037037037037
723,0.0,3.0,45.0,30.0,38.46153846153846
724,0.0,10.0,60.0,30.0,48.86363636363637
725,0.0,3.0,45.0,30.0,37.916666666666664
726,0.0,23.0,45.0,30.0,37.5
727,0.0,262.0,95.0,30.0,55.535714285714285
728,1.0,19.0,90.0,25.0,53.333333333333336
729,0.0,6.0,50.0,30.0,43.84615384615385
730,0.0,13.0,120.0,45.0,85.0
731,0.0,12.0,105.0,45.0,86.66666666666667
732,0.0,2.0,45.0,30.0,40.27777777777778
733,0.0,13.0,85.0,25.0,60.5
734,1.0,3.0,55.0,25.0,43.125
735,0.0,10.0,60.0,40.0,50.0
736,0.0,9.0,95.0,45.0,73.0
737,0.0,267.0,40.0,25.0,35.38461538461539
738,0.0,11.0,70.0,30.0,53.75
739,0.0,6.0,55.0,25.0,45.666666666666664
740,1.0,17.0,70.0,30.0,47.61904761904762
741,0.0,2.0,105.0,25.0,73.75
742,0.0,22.0,50.0,25.0,39.25
743,1.0,0.0,55.0,25.0,40.38461538461539
744,1.0,10.0,125.0,35.0,84.375
745,0.0,2.0,70.0,30.0,56.785714285714285
746,0.0,9.0,85.0,35.0,54.13793103448276
747,0.0,0.0,45.0,30.0,38.07692307692308
748,0.0,11.0,40.0,30.0,38.07692307692308
749,0.0,1.0,70.0,35.0,51.0
750,1.0,20.0,125.0,30.0,68.92156862745098
751,0.0,231.0,60.0,25.0,43.333333333333336
752,1.0,29.0,85.0,25.0,47.96610169491525
753,0.0,14.0,35.0,25.0,32.69230769230769
754,0.0,15.0,50.0,30.0,44.583333333333336
755,0.0,7.0,60.0,25.0,45.666666666666664
756,1.0,5.0,100.0,20.0,66.66666666666667
757,0.0,5.0,60.0,25.0,43.0
758,1.0,6.0,35.0,20.0,30.0
759,0.0,3.0,50.0,30.0,43.92857142857143
760,1.0,20.0,115.0,25.0,71.41025641025641
761,0.0,8.0,80.0,25.0,47.95454545454545
762,0.0,246.0,85.0,30.0,49.23076923076923
763,0.0,22.0,35.0,20.0,31.071428571428573
764,1.0,51.0,70.0,30.0,50.833333333333336
765,1.0,18.0,35.0,30.0,34.166666666666664
766,1.0,19.0,85.0,35.0,57.11538461538461
767,0.0,4.0,80.0,30.0,58.0
768,1.0,26.0,85.0,25.0,43.717948717948715
769,1.0,273.0,40.0,20.0,31.923076923076923
770,1.0,9.0,45.0,30.0,36.0
771,1.0,9.0,95.0,25.0,49.516129032258064
772,1.0,17.0,70.0,15.0,40.0
773,1.0,3.0,125.0,20.0,71.98630136986301
774,1.0,13.0,50.0,25.0,35.5
775,1.0,15.0,55.0,35.0,42.96296296296296
776,1.0,3.0,50.0,20.0,31.5625
777,0.0,0.0,50.0,40.0,48.46153846153846
778,1.0,9.0,90.0,25.0,57.5
779,0.0,218.0,105.0,35.0,78.86363636363636
780,0.0,46.0,45.0,25.0,35.357142857142854
781,1.0,50.0,35.0,15.0,27.77777777777778
782,0.0,4.0,105.0,30.0,68.18181818181819
783,1.0,2.0,50.0,25.0,40.5
784,1.0,3.0,70.0,20.0,39.54545454545455
785,0.0,3.0,115.0,35.0,65.27777777777777
786,0.0,11.0,55.0,35.0,45.357142857142854
787,1.0,15.0,115.0,40.0,85.0
788,1.0,36.0,110.0,30.0,61.785714285714285
789,0.0,286.0,65.0,40.0,55.45454545454545
790,0.0,2.0,95.0,35.0,66.75675675675676
791,1.0,7.0,115.0,35.0,62.5
792,1.0,4.0,40.0,25.0,36.07142857142857
793,0.0,0.0,110.0,30.0,79.14285714285714
794,1.0,2.0,50.0,20.0,38.18181818181818
795,0.0,6.0,65.0,30.0,45.319148936170215
796,1.0,2.0,45.0,25.0,33.57142857142857
797,0.0,7.0,50.0,30.0,41.875
798,1.0,0.0,80.0,20.0,54.25925925925926
799,1.0,7.0,70.0,35.0,55.45454545454545
800,1.0,5.0,95.0,25.0,43.53658536585366
801,0.0,11.0,50.0,30.0,42.38095238095238
802,0.0,0.0,80.0,30.0,53.714285714285715
803,0.0,19.0,50.0,35.0,41.470588235294116
804,0.0,2.0,45.0,30.0,37.63157894736842
805,1.0,282.0,55.0,25.0,40.55555555555556
806,1.0,6.0,110.0,30.0,68.43137254901961
807,1.0,3.0,90.0,15.0,51.166666666666664
808,0.0,9.0,95.0,35.0,61.80327868852459
809,0.0,2.0,125.0,50.0,84.86486486486487
810,1.0,7.0,105.0,20.0,59.1025641025641
811,0.0,19.0,120.0,40.0,79.86842105263158
812,0.0,4.0,95.0,35.0,61.54761904761905
813,0.0,7.0,40.0,25.0,35.333333333333336
814,1.0,3.0,90.0,25.0,61.5625
815,0.0,2.0,100.0,40.0,69.62962962962963
816,1.0,4.0,115.0,20.0,56.61290322580645
817,0.0,1.0,60.0,25.0,45.645161290322584
818,1.0,7.0,70.0,30.0,53.095238095238095
819,0.0,2.0,40.0,25.0,32.142857142857146
820,0.0,14.0,45.0,30.0,37.5
821,0.0,53.0,60.0,30.0,45.5
822,0.0,134.0,55.0,40.0,48.53658536585366
823,1.0,78.0,80.0,30.0,65.41666666666667
824,0.0,10.0,50.0,30.0,44.333333333333336
825,1.0,15.0,115.0,25.0,66.15384615384616
826,0.0,5.0,80.0,25.0,43.026315789473685
827,0.0,1.0,130.0,30.0,77.9090909090909
828,0.0,17.0,100.0,30.0,74.57142857142857
829,1.0,10.0,50.0,25.0,42.27272727272727
830,1.0,13.0,85.0,25.0,59.62264150943396
831,0.0,3.0,55.0,25.0,38.47826086956522
832,0.0,49.0,65.0,50.0,56.75
833,0.0,61.0,70.0,35.0,56.94444444444444
834,0.0,198.0,60.0,25.0,47.69230769230769
835,1.0,9.0,85.0,20.0,40.07575757575758
836,1.0,4.0,45.0,20.0,37.5
837,0.0,8.0,95.0,45.0,70.375
838,0.0,16.0,45.0,30.0,36.2
839,0.0,0.0,105.0,30.0,67.58620689655173
840,0.0,1.0,60.0,25.0,41.53846153846154
841,0.0,11.0,40.0,25.0,31.666666666666668
842,0.0,14.0,90.0,30.0,49.285714285714285
843,1.0,35.0,125.0,25.0,65.13888888888889
844,0.0,182.0,50.0,30.0,42.2
845,1.0,47.0,60.0,20.0,39.62264150943396
846,0.0,31.0,45.0,25.0,37.77777777777778
847,1.0,17.0,80.0,25.0,60.76923076923077
848,1.0,1.0,140.0,25.0,74.23076923076923
849,0.0,10.0,35.0,25.0,31.53846153846154
850,1.0,7.0,65.0,30.0,50.57142857142857
851,0.0,0.0,100.0,45.0,75.89285714285714
852,1.0,8.0,45.0,25.0,35.43478260869565
853,1.0,9.0,100.0,40.0,63.421052631578945
854,0.0,1.0,70.0,45.0,59.02439024390244
855,0.0,4.0,55.0,30.0,42.89473684210526
856,1.0,47.0,75.0,25.0,55.875
857,0.0,14.0,45.0,25.0,37.333333333333336
858,0.0,172.0,55.0,30.0,43.333333333333336
859,0.0,21.0,45.0,30.0,38.214285714285715
860,0.0,6.0,60.0,25.0,40.689655172413794
861,1.0,16.0,95.0,25.0,55.0
862,0.0,17.0,45.0,35.0,41.0
863,1.0,29.0,50.0,25.0,37.857142857142854
864,1.0,6.0,100.0,30.0,70.83333333333333
865,0.0,5.0,75.0,35.0,54.44444444444444
866,1.0,1.0,110.0,25.0,74.26829268292683
867,0.0,4.0,40.0,30.0,35.625
868,1.0,5.0,55.0,30.0,44.54545454545455
869,0.0,9.0,40.0,25.0,33.63636363636363
870,1.0,1.0,60.0,25.0,42.083333333333336
871,0.0,10.0,85.0,25.0,53.020833333333336
872,1.0,42.0,115.0,25.0,80.0
873,0.0,44.0,35.0,25.0,31.19047619047619
874,0.0,213.0,65.0,30.0,48.57142857142857
875,1.0,3.0,60.0,20.0,41.07142857142857
876,1.0,4.0,120.0,30.0,77.44897959183673
877,1.0,14.0,90.0,25.0,51.64179104477612
878,0.0,4.0,85.0,25.0,47.416666666666664
879,1.0,8.0,45.0,25.0,35.0
880,0.0,1.0,90.0,35.0,70.80645161290323
881,1.0,7.0,65.0,25.0,41.07142857142857
882,1.0,2.0,120.0,25.0,59.78260869565217
883,1.0,9.0,105.0,25.0,71.53846153846153
884,1.0,2.0,150.0,25.0,86.0
885,0.0,17.0,45.0,30.0,34.77272727272727
886,0.0,4.0,55.0,40.0,49.72222222222222
887,1.0,-286.0,95.0,25.0,54.0
888,1.0,528.0,80.0,25.0,54.09090909090909
889,1.0,43.0,50.0,20.0,34.0
890,1.0,15.0,75.0,25.0,50.0
891,0.0,29.0,105.0,25.0,74.4
892,0.0,3.0,60.0,30.0,46.8421052631579
893,1.0,1.0,50.0,25.0,40.833333333333336
894,0.0,9.0,50.0,25.0,36.36363636363637
895,1.0,41.0,80.0,25.0,44.03846153846154
896,0.0,-146.0,85.0,25.0,59.833333333333336
897,0.0,124.0,40.0,30.0,34.285714285714285
898,0.0,5.0,40.0,30.0,33.75
899,1.0,36.0,55.0,35.0,48.25
900,0.0,201.0,40.0,25.0,35.45454545454545
901,1.0,16.0,65.0,25.0,43.75
902,1.0,45.0,110.0,30.0,64.0
903,1.0,25.0,55.0,25.0,40.357142857142854
904,0.0,5.0,120.0,25.0,75.63157894736842
905,1.0,9.0,35.0,25.0,33.5
906,1.0,4.0,55.0,25.0,39.333333333333336
907,0.0,33.0,75.0,25.0,48.10344827586207
908,0.0,234.0,50.0,25.0,42.0
909,1.0,55.0,55.0,20.0,40.5
910,0.0,3.0,60.0,25.0,42.2972972972973
911,0.0,12.0,120.0,25.0,71.38297872340425
912,0.0,7.0,115.0,25.0,70.33333333333333
913,1.0,5.0,95.0,25.0,53.714285714285715
914,0.0,10.0,75.0,25.0,44.5
915,1.0,7.0,50.0,25.0,31.61764705882353
916,0.0,3.0,130.0,25.0,65.55555555555556
917,0.0,10.0,95.0,50.0,71.15384615384616
918,1.0,-132.0,85.0,30.0,60.8974358974359
919,0.0,143.0,55.0,25.0,39.72222222222222
920,0.0,225.0,60.0,30.0,46.53846153846154
921,1.0,18.0,55.0,20.0,34.583333333333336
922,0.0,3.0,60.0,25.0,44.666666666666664
923,1.0,16.0,75.0,30.0,48.0
924,1.0,18.0,65.0,25.0,39.57142857142857
